feature_subset,mean_qwk_level0,mean_qwk_level3,mean_abs_drop,std_abs_drop,mean_rel_drop_pct,std_rel_drop_pct
all,0.7312067205426352,0.5884443888643399,0.14276233167829536,0.02353427411804638,19.502372125052485,3.017309683250802
fragile,0.35329967035510335,-0.027559379038097465,0.3808590493932008,0.030374835625153022,107.85874620369593,8.792113463390862
robust,0.6821922893733838,0.6165537629750832,0.06563852639830055,0.00913525220827589,9.610649890797678,1.2404984281170317
