feature_name,mean_importance,std_importance
passive_ratio,0.2238418137362947,0.003988784724625305
flesch_kincaid_grade,0.16515515568410963,0.002702045992572838
subordinate_clause_ratio,0.15250203874055865,0.0019454800836516055
mean_noun_phrase_modifiers,0.12890633130400272,0.003403511824397612
pos_adv_ratio,0.11510524764273274,0.0027498988972711287
pos_verb_ratio,0.1127982167637136,0.002059784019151418
